2020-03-20 12:36:23,199:'h'
2020-03-20 12:36:23,434:'i'
2020-03-20 12:36:23,981:Key.enter
2020-03-20 12:36:25,456:'c'
2020-03-20 12:36:25,614:'a'
2020-03-20 12:36:25,965:'n'
2020-03-20 12:36:26,189:Key.space
2020-03-20 12:36:26,605:'y'
2020-03-20 12:36:26,822:'o'
2020-03-20 12:36:27,069:'u'
2020-03-20 12:36:27,316:Key.space
2020-03-20 12:36:27,596:'h'
2020-03-20 12:36:27,758:'e'
2020-03-20 12:36:28,074:'a'
2020-03-20 12:36:28,334:'r'
2020-03-20 12:36:28,719:Key.space
2020-03-20 12:36:29,137:','
2020-03-20 12:36:29,311:'e'
2020-03-20 12:36:30,832:Key.backspace
2020-03-20 12:36:31,000:Key.backspace
2020-03-20 12:36:31,883:'m'
2020-03-20 12:36:32,016:'e'
2020-03-20 12:36:32,975:Key.shift_r
2020-03-20 12:36:33,266:'!'
2020-03-20 12:36:33,468:'!'
2020-03-20 12:36:33,649:'!'
2020-03-20 12:36:33,907:Key.enter
2020-03-20 12:36:34,633:Key.shift_r
2020-03-20 12:36:34,985:'Y'
2020-03-20 12:36:35,206:'A'
2020-03-20 12:36:35,512:'Y'
2020-03-20 12:36:35,698:'Y'
2020-03-20 12:36:35,875:'Y'
2020-03-20 12:36:36,048:'Y'
2020-03-20 12:36:36,214:'Y'
2020-03-20 12:36:37,724:Key.ctrl
2020-03-20 12:36:37,904:'c'
2020-08-20 13:35:29,959:'h'
2020-08-20 13:35:30,190:'e'
2020-08-20 13:35:30,623:'l'
2020-08-20 13:35:30,814:'l'
2020-08-20 13:35:31,118:'o'
2020-08-20 13:35:31,526:Key.space
2020-08-20 13:35:32,006:'s'
2020-08-20 13:35:32,766:'i'
2020-08-20 13:35:33,046:'r'
2020-08-20 13:35:33,310:Key.enter
2020-08-20 13:38:50,193:'h'
2020-08-20 13:38:50,473:'e'
2020-08-20 13:38:50,633:'y'
2020-08-20 13:38:50,808:Key.space
2020-08-20 13:38:51,425:'t'
2020-08-20 13:38:51,608:'h'
2020-08-20 13:38:51,929:'i'
2020-08-20 13:38:52,241:'s'
2020-08-20 13:38:52,472:Key.space
2020-08-20 13:38:52,865:'i'
2020-08-20 13:38:53,136:'s'
2020-08-20 13:38:53,328:Key.space
2020-08-20 13:38:53,848:'k'
2020-08-20 13:38:54,208:'e'
2020-08-20 13:38:54,464:'y'
2020-08-20 13:38:54,632:Key.space
2020-08-20 13:38:55,072:'l'
2020-08-20 13:38:55,392:'o'
2020-08-20 13:38:55,888:'g'
2020-08-20 13:38:56,088:'g'
2020-08-20 13:38:56,296:'e'
2020-08-20 13:38:56,736:'r'
2020-08-20 13:38:58,784:Key.shift_r
2020-08-20 13:38:59,432:'!'
2020-08-20 13:39:01,760:Key.enter
2020-08-20 13:39:03,512:Key.enter
2020-08-20 13:39:05,184:Key.ctrl
2020-08-20 13:39:05,488:'c'
2020-08-20 13:39:33,096:Key.shift_r
2020-08-20 13:39:33,423:'H'
2020-08-20 13:39:33,640:'e'
2020-08-20 13:39:34,263:'y'
2020-08-20 13:39:34,615:Key.space
2020-08-20 13:39:35,823:'t'
2020-08-20 13:39:36,031:'h'
2020-08-20 13:39:36,231:'i'
2020-08-20 13:39:36,551:'s'
2020-08-20 13:39:36,863:Key.space
2020-08-20 13:39:37,183:'i'
2020-08-20 13:39:37,319:'s'
2020-08-20 13:39:37,487:Key.space
2020-08-20 13:39:38,559:'a'
2020-08-20 13:39:38,719:Key.space
2020-08-20 13:39:38,991:'k'
2020-08-20 13:39:39,231:'e'
2020-08-20 13:39:39,631:'y'
2020-08-20 13:39:39,823:'l'
2020-08-20 13:39:40,151:'o'
2020-08-20 13:39:40,583:'g'
2020-08-20 13:39:40,863:'g'
2020-08-20 13:39:41,031:'g'
2020-08-20 13:39:41,223:'e'
2020-08-20 13:39:41,527:'r'
2020-08-20 13:39:41,727:'r'
2020-08-20 13:39:41,895:'r'
2020-08-20 13:39:42,071:'r'
2020-08-20 13:39:42,239:'r'
2020-08-20 13:39:42,743:Key.shift_r
2020-08-20 13:39:42,959:'!'
2020-08-20 13:39:43,375:'!'
2020-08-20 13:39:43,583:'!'
2020-08-20 13:39:44,127:Key.enter
2020-08-20 13:39:44,439:Key.enter
2020-08-20 13:39:44,623:Key.enter
2020-08-20 13:39:44,807:Key.enter
2020-08-20 13:39:44,951:Key.enter
2020-08-20 13:39:45,599:Key.shift_r
2020-08-20 13:39:46,207:'H'
2020-08-20 13:39:47,335:Key.backspace
2020-08-20 13:39:47,647:'p'
2020-08-20 13:39:47,831:'a'
2020-08-20 13:39:48,119:'s'
2020-08-20 13:39:48,335:'s'
2020-08-20 13:39:48,663:'w'
2020-08-20 13:39:48,863:'o'
2020-08-20 13:39:49,143:'r'
2020-08-20 13:39:49,759:'s'
2020-08-20 13:39:50,343:Key.space
2020-08-20 13:39:50,871:'a'
2020-08-20 13:39:53,215:'r'
2020-08-20 13:39:53,527:'e'
2020-08-20 13:39:53,759:Key.space
2020-08-20 13:39:53,943:'s'
2020-08-20 13:39:54,455:'t'
2020-08-20 13:39:54,687:'o'
2020-08-20 13:39:54,855:'r'
2020-08-20 13:39:55,191:'e'
2020-08-20 13:40:03,919:Key.backspace
2020-08-20 13:40:04,111:Key.backspace
2020-08-20 13:40:04,255:Key.backspace
2020-08-20 13:40:04,407:Key.backspace
2020-08-20 13:40:04,543:Key.backspace
2020-08-20 13:40:05,263:'n'
2020-08-20 13:40:05,511:'o'
2020-08-20 13:40:05,895:'t'
2020-08-20 13:40:06,095:Key.space
2020-08-20 13:40:06,511:'s'
